Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-11-30,Last Night in Soho,2021,https://boxd.it/2kcgZT,3,,,2021-11-29
2023-06-20,The Nightmare Before Christmas,1993,https://boxd.it/4oPt0f,4,,,2023-06-19
2025-10-07,Trick 'r Treat,2007,https://boxd.it/bhXM5x,3.5,,,2025-10-06
