Date,Name,Ratings,Dugan Ratings,Name.1,Year,Name.2,Review,Name.3,Liked
06/20/2023,(500) Days of Summer,4.0,8.0,(500) Days of Summer,2009,10 Things I Hate About You,That was a really confusing way for Joey to gift Kat a guitar,(500) Days of Summer,Yes
07/08/2025,10 Things I Hate About You,3.5,7.0,10 Things I Hate About You,1999,12 Angry Men,"Ranking Angry Men:
 #7 No one cares about your baseball game, did help with the fan though 
#10 Racist :(, was the reason for the best scene though 
#1 Ain’t no way you keep everything cordial but have no talking points the entire time??
#2 Gives sidekick energy, called racist man friend 
#12 Loves talking about his corporate job, has a nice story arch though
#5 Mid tier, gonna be the only one I forget from this movie 
#3 Maybe beats son :(, but has the best performance by far (So angry) 
#8 Observant about glasses, very cute grandpa 
#7 Likes to say “I don’t know”, but is the reason for the movie 
#6 Want to grab a beer with him, has my favorite line of the movie 
#4 Maybe sweats?, convinced this is how my rationale would go if I was there 
#11 goated, tells baseball man he sucks :)",10 Things I Hate About You,Yes
02/07/2025,Laserblast,1.0,2.0,Don't Look in the Basement,1973,The Lego Movie,This and Battle for Bikini Bottom are the blueprint for how to do licensed entertainment,Tokyo Godfathers,Yes
06/12/2023,Last Night in Soho,2.5,5.0,Don't Worry Darling,2022,The Matrix,"Oozing style from start to finish, every reflection shot is 10/10",Top Gun: Maverick,Yes
07/27/2023,Legally Blonde,1.5,3.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,The Muppet Christmas Carol,Everytime Kermit was on screen 10/10,Train Dreams,Yes
08/11/2025,Legend,1.5,3.0,Dracula vs. Frankenstein,1971,The Naked Gun,"What a weird Kingsman remake
(Everything Happy Gilmore 2 wishes it was)",Trainspotting,Yes
06/20/2023,Licorice Pizza,3.5,7.0,Drive,2011,The Night Evelyn Came Out of the Grave,Filmed on a microwave with the budget to buy one light. A good alternative to melatonin,Treasure Planet,Yes
07/03/2025,Lightyear,2.5,5.0,Drive-Away Dolls,2024,The Northman,Can’t explain why but this movie makes me wants to punch down a tree,Trick 'r Treat,Yes
01/22/2025,Little Miss Sunshine,4.0,8.0,Duck Soup,1933,The Ox-Bow Incident,12 Angry Men: the bad ending.,Troll 2,Yes
04/27/2021,Logan,5.0,10.0,Dumb and Dumber,1994,The Parallax View,Damn that ending,Tucker and Dale vs. Evil,Yes
11/30/2021,Loki,3.0,6.0,Dumb and Dumber To,2014,The Party,"I just wanna go to a party and wash an elephant now, didn’t know that’s what rich people did",Up,Yes
04/09/2025,Look Back,4.5,9.0,Dumbo,1941,The Player,"The last 30 minutes loses me a bit, but I love the script here, and the million cameos that either hate Hollywood or got tricked into being in an anti Hollywood movie",Upgrade,Yes
03/16/2024,Looper,4.0,8.0,Dune,2021,The Prestige,"Officially 0–30 guessing twists, feel personally attacked by Michael Caines narration saying I ain’t looking",Varsity Blues,Yes
02/28/2025,Lord of War,2.0,4.0,Dune: Part Two,2024,The Pursuit of Happyness,"I don’t know if I’ll ever stop thinking about this movie, especially the quote on Jefferson’s inclusion of the pursuit. Also I love King Richard but this clearly is Will Smith’s best performance",Wake Up Dead Man,Yes
08/29/2025,Lost in Translation,4.0,8.0,Dungeons & Dragons: Honor Among Thieves,2023,The Rapsittie Street Kids: Believe in Santa,Heard rumors it was animated on Kid Pix by a 5th grade technology class,Weapons,Yes
01/19/2025,Love & Mercy,3.0,6.0,Dunkirk,2017,The Return of the Texas Chainsaw Massacre,"Kinda loved the first 30 minutes of this? Barry was the best douche and the first chase was actually good. Than the rest happens, already forget where that time went",When Harry Met Sally...,Yes
06/20/2023,"Love, Simon",4.0,8.0,E.T. the Extra-Terrestrial,1982,The Rip,"I’m glad I watched it so the workers can get their bonuses, but that was poop",Whiplash,Yes
08/04/2021,Luca,3.5,7.0,Easy A,2010,The Running Man,Imagine Arnold saying a one liner.. congrats you’ve seen the movie,Wicked,Yes
05/16/2024,Léon: The Professional,3.5,7.0,Edge of Tomorrow,2014,The Seventh Seal,"That’s enough existential dread for the next month, thanks",Wind River,Yes
