Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-10-04,Upgrade,2018,https://boxd.it/7t4LAF,4,,Not corny AI bad movie?? 2018>> 2024,,2024-10-04
2024-10-17,Room,2015,https://boxd.it/7zl2Rz,4,,Wooooh they escaped!! Wait why is this still depressing?,,2024-10-16
2024-11-19,Red One,2024,https://boxd.it/7QmkGz,2,,Best thing that would come out of this would be a Krampus spin-off movies,,2024-11-18
2024-12-16,The Star Wars Holiday Special,1978,https://boxd.it/84cU2V,0.5,,"Truly horrible, volcano head man is the worst character ever created even with just 2 minutes of screen time.",,2024-12-16
2025-01-04,Nosferatu,2024,https://boxd.it/8iWgkD,3.5,,Freakeratu,,2025-01-03
2025-01-14,Love & Mercy,2014,https://boxd.it/8sOajN,3.5,,Paul Giamatti super villain reminded me of Gary Oldman in Leon,,2025-01-13
2025-01-16,Snack Shack,2024,https://boxd.it/8udgXt,4.5,,Summer coming of age might be the best sub-genre,,2025-01-15
2025-01-16,A Complete Unknown,2024,https://boxd.it/8uzemf,4,,Genre may be getting bloated but another Johnny Cash movie may be necessary,,2025-01-15
2025-01-20,A Real Pain,2024,https://boxd.it/8y03tP,3,,I don’t know if I could survive more than 1 day with him,,2025-01-20
2025-01-20,The Beach Boys,2024,https://boxd.it/8y17Yp,3.5,,"Did really well the show the start of the band up
to Smiley Smile.. why isn’t that part one of a miniseries?",,2025-01-20
2025-01-22,Little Miss Sunshine,2006,https://boxd.it/8z4cLb,4,,Same casting director as Breaking Bad?,,2025-01-21
2025-01-22,Number 24,2024,https://boxd.it/8zqMDh,4,,Norwegian Adrian Brody does not mess around,,2025-01-21
2025-01-27,Arcadian,2024,https://boxd.it/8DnoJl,1.5,,I need to get a hand on that nondescript medicine to solve all my problems,,2025-01-26
2025-01-28,Between the Temples,2024,https://boxd.it/8E8d0j,2.5,,This is two movies: the dinner scene and then everything else,,2025-01-27
2025-01-31,Emilia Pérez,2024,https://boxd.it/8FR1Eb,2.5,,Would go up an entire star if someone edited out every music number,,2025-01-30
2025-01-31,The Fall Guy,2024,https://boxd.it/8G9RDZ,2.5,,Give stunts an Oscar nomination already,,2025-01-31
2025-01-31,The Equalizer,2014,https://boxd.it/8GcZ7N,4,,The 2000s movie of all time made in 2014?? Director must’ve loved Evanescence music videos,,2025-01-31
2025-02-04,Woman of the Hour,2023,https://boxd.it/8Jdl3Z,3,,Tony Hale’s humor can’t even be stopped from a disturbing serial killer movie,,2025-02-04
2025-02-07,Laserblast,1978,https://boxd.it/8KBJrj,1,,Michael Bay’s wet dream,,2025-02-06
2025-02-14,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/8Pj6op,3,,Train chase may have the greatest establishing shot for no reason,,2025-02-13
2025-02-16,Oldboy,2003,https://boxd.it/8QewnL,4,,Thank you for giving us daredevil hallway scene,,2025-02-15
2025-02-17,Captain America: Brave New World,2025,https://boxd.it/8RtQDt,2,,“You stopped my plan so I’m turning myself in”.. put him with the other awful mcu villains,,2025-02-16
2025-02-18,Chiefsaholic: A Wolf in Chiefs Clothing,2024,https://boxd.it/8Spa4x,3,,Very interesting story.. too bad I hate everyone that appears in this,,2025-02-18
2025-02-21,Saturday Night,2024,https://boxd.it/8TXdR5,3,,Willem Defoe is going to get a nom for 3 minutes of screen time one of these years,,2025-02-20
2025-02-21,Memento,2000,https://boxd.it/8U9RBb,4.5,,Goddamnit Nolan.. I knew the twist before and he still blew my mind with who he actually is,,2025-02-21
2025-02-22,Hundreds of Beavers,2022,https://boxd.it/8UNHfp,4,,Charlie Chaplin wishes he could’ve made this,,2025-02-22
2025-02-24,Wicked,2024,https://boxd.it/8VYmiD,4,,This really puts into context the sins of Emilia Perez,,2025-02-23
2025-02-24,Conclave,2024,https://boxd.it/8WhtBv,4,,Kinda hope every pope picking is this petty,,2025-02-23
2025-02-25,I'm Still Here,2024,https://boxd.it/8WBZ7d,4,,But.. but they’re so happy in the beginning,,2025-02-24
2025-02-25,The Wild Robot,2024,https://boxd.it/8WRDaB,3.5,,They should make a museum solely for every single frame in this,,2025-02-24
2025-02-26,September 5,2024,https://boxd.it/8XurQj,2,,What’s with the emphasis on ratings during this,,2025-02-26
2025-02-27,The Last of the Mohicans,1992,https://boxd.it/8XZIgf,4,,A gorgeous shot movie having two random stock video shots of a waterfall is incredible,,2025-02-27
2025-02-28,Anora,2024,https://boxd.it/8YgQqr,4,,The house “fight” scene is my pick for scene of the year,,2025-02-27
2025-02-28,Lord of War,2005,https://boxd.it/8YtsXd,2,,No one can convince me Nick Cage is getting with someone in every country,,2025-02-27
2025-02-28,Collateral,2004,https://boxd.it/8YzeY9,4,,Audioslave jumpscare… twice???,,2025-02-28
2025-03-02,Date Movie,2006,https://boxd.it/8ZyLnx,1,,An hour and a half ytp,,2025-03-01
2025-03-02,A Haunted House,2013,https://boxd.it/8ZE3UT,2,,“Clean yo plate”,,2025-03-01
2025-03-05,Conan the Barbarian,1982,https://boxd.it/91TlrD,3,,The Northman if it had more camel being punched,,2025-03-05
2025-03-07,Bone Tomahawk,2015,https://boxd.it/9329ir,4,,They might be troglodytes but that was a impressively clean cut in half,,2025-03-07
2025-03-09,Mickey 17,2025,https://boxd.it/93Qi1p,2.5,,I’m gonna see Ruffulo’s teeth in my dreams for awhile,,2025-03-08
2025-03-10,Almost Famous,2000,https://boxd.it/95dfVz,5,,Goddamn I am the biggest sucker for white boy  coming of age stories,,2025-03-10
2025-03-11,Nickel Boys,2024,https://boxd.it/95Rs1T,3.5,,Not the best of the best picture noms but definitely the most interesting,,2025-03-11
2025-03-12,Greedy People,2024,https://boxd.it/96otiH,3.5,,"Joseph Gordon Levitt should play more villains?? 
Also this drops all the comedy second half like it’s Mulan coming across the burned village",,2025-03-12
2025-03-14,Wind River,2017,https://boxd.it/979sSD,4.5,,Disappointed with myself that I forgot to log this one,,2025-03-13
2025-03-14,The Northman,2022,https://boxd.it/97s71r,4.5,Yes,Can’t explain why but this movie makes me wants to punch down a tree,,2025-03-14
2025-03-21,The Running Man,1987,https://boxd.it/9bBs1h,1.5,,Imagine Arnold saying a one liner.. congrats you’ve seen the movie,,2025-03-21
2025-03-26,Clueless,1995,https://boxd.it/9eDb0x,4,,Donald Faison doesn’t have a line in this that misses.. also the most confusing case of incest or not in cinema,,2025-03-26
2025-04-01,The Electric State,2025,https://boxd.it/9i1KGX,2,,Bad music acting writing and editing.. but 2 starts for reminding me of fallout,,2025-04-01
2025-04-06,Ichi the Killer,2001,https://boxd.it/9kJvYD,1.5,,I’m convinced they designed characters’ costumes first and then made the story somehow fit.,,2025-04-06
2025-04-07,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,https://boxd.it/9loFN3,4,,"Oh no, not a volcano!! *funky beat drop*",,2025-04-07
2025-04-08,Soylent Green,1973,https://boxd.it/9lV5kb,1.5,,For 30 minutes the plot is a cop that steals shit,,2025-04-08
2025-04-09,Look Back,2024,https://boxd.it/9m87Wn,4.5,,All that in 59 minutes?? Based off runtime it’s the best black mirror episode there is,,2025-04-08
2025-04-10,Fritz the Cat,1972,https://boxd.it/9mWrdx,3.5,,"Can’t believe this had something interesting to say about radical ideology, too bad it’s padded out with long sex scenes inbetween",,2025-04-10
2025-04-11,Save the Green Planet!,2003,https://boxd.it/9n7qcZ,3,,Dog named earth not being an alien dropped this half a star,,2025-04-10
2025-04-11,The Thing,1982,https://boxd.it/9npZBL,4,,So excited to watch 3 documentaries about how this was made,,2025-04-11
2025-04-12,Flow,2024,https://boxd.it/9nWtjV,3,,"The calmest movie I’ve ever seen, also would kill anyone that looks funny at capybara",,2025-04-12
2025-04-15,Smokin' Aces,2006,https://boxd.it/9ppk11,2.5,,I diagnose this movie with ADHD,,2025-04-14
2025-04-15,The Cat Returns,2002,https://boxd.it/9ppJyJ,3.5,,"Stop fat shaming Muta, gof forbid a man eats all the food in a kingdom",,2025-04-14
2025-04-15,Who Killed Captain Alex?,2010,https://boxd.it/9pLQUB,0.5,,"1 of 1 movie, nothing else will ever have dubbing that skips dialogue and hypes up action scenes instead",,2025-04-15
2025-04-17,The Incident,1967,https://boxd.it/9qPKxD,3,,45 minutes for character introductions??? Such an interesting concept after having to sludge through the first half,,2025-04-17
2025-04-23,The Game,1997,https://boxd.it/9uuRk1,4,,Peele gotta make this into a horror remake,,2025-04-22
2025-04-23,Porco Rosso,1992,https://boxd.it/9uOXV3,4.5,Yes,Please don’t make me pick between this and Last Duel for best 1v1 fight,,2025-04-23
2025-04-24,Nurse Sherri,1977,https://boxd.it/9vmKVd,1,,"Plot: 
terrible movie…. Good chase scene ……2nd half of terrible movie",,2025-04-24
2025-04-25,Se7en,1995,https://boxd.it/9vTZjz,4.5,,Mannnnn.. I wish I could have seen opening weekend at the theater,,2025-04-25
2025-04-26,Sinners,2025,https://boxd.it/9wcGPf,3,,Not having the dad come back as Michael B Jordan with white hair is a missed opportunity,,2025-04-25
2025-04-29,Xtro,1982,https://boxd.it/9yitCx,2,,Some leftover alien script and family drama script got morphed together,,2025-04-28
